image_id,storm_id,relative_time,ocean,wind_speed
image_34546,sse,450002,1,25
image_34547,ffk,377999,1,37
image_34548,wjq,90000,1,29
image_34549,wzu,307801,1,100
image_34550,oac,124198,1,90
image_34551,gkf,307799,2,64
image_34552,ewt,329401,1,50
image_34553,eoi,1022401,1,60
image_34554,grt,475199,1,25
image_34555,hlt,318599,2,36
image_34556,xjj,59399,1,39
image_34557,oac,253799,1,65
image_34558,xzi,93600,2,52
image_34559,fuv,394199,1,107
image_34560,nkd,12598,1,23
image_34561,dkb,178201,2,60
image_34562,rdc,666000,2,119
image_34563,zvx,18001,1,30
image_34564,vkb,273600,2,41
image_34565,zvb,32401,2,99
image_34566,qss,43199,1,35
image_34567,dwc,496798,1,45
image_34568,pjj,507598,1,47
image_34569,snk,615601,1,26
image_34570,sth,142201,2,45
image_34571,rdc,808200,2,78
image_34572,qdh,234001,2,84
image_34573,wfc,79201,1,30
image_34574,djm,437401,1,75
image_34575,pyi,583201,1,30
image_34576,hzg,75601,2,30
image_34577,sdt,250201,1,126
image_34578,wnw,0,2,25
image_34579,phw,50400,1,35
image_34580,rbe,342000,1,20
image_34581,ptk,296998,1,36
image_34582,vfl,37801,2,44
image_34583,dnd,165598,2,81
image_34584,yry,561598,2,115
image_34585,jhp,102599,1,35
image_34586,zny,261000,1,45
image_34587,wic,286200,1,20
image_34588,ity,18000,2,29
image_34589,gtn,0,2,35
image_34590,tgs,165600,1,43
image_34591,qxu,287999,2,39
image_34592,pyi,282600,1,55
image_34593,qki,442801,1,103
image_34594,qki,568802,1,78
image_34595,vye,864000,1,25
image_34596,pbk,167400,2,30
image_34597,ewt,847801,1,20
image_34598,eih,563399,1,35
image_34599,ojw,214199,1,118
image_34600,djm,469802,1,71
image_34601,pyi,541800,1,40
image_34602,znw,230400,1,60
image_34603,ydl,588601,1,28
image_34604,byg,207001,2,25
image_34605,xkr,28800,1,25
image_34606,nrf,1800,1,26
image_34607,phw,61200,1,38
image_34608,ojv,248400,1,35
image_34609,rkm,1036800,2,60
image_34610,ogw,126001,1,69
image_34611,ztb,558001,1,41
image_34612,rdc,613801,2,141
image_34613,yyj,32398,1,38
image_34614,qim,66601,1,50
image_34615,awy,351000,1,23
image_34616,dvh,298802,1,60
image_34617,zgr,525599,1,25
image_34618,yfj,316801,1,26
image_34619,wsy,422999,1,120
image_34620,meg,396000,2,104
image_34621,grt,406800,1,30
image_34622,csd,390600,2,45
image_34623,rdc,842400,2,54
image_34624,tkb,116999,1,28
image_34625,psz,291600,2,148
image_34626,ota,133201,1,39
image_34627,sse,361802,1,25
image_34628,sxb,251998,2,91
image_34629,vfx,100800,1,45
image_34630,mlf,165600,1,35
image_34631,ydl,12602,1,30
image_34632,qpq,228601,1,35
image_34633,rml,1800,2,25
image_34634,vio,208801,1,45
image_34635,fgi,644399,1,30
image_34636,cxh,59402,1,52
image_34637,ewt,712799,1,25
image_34638,bkh,331201,1,66
image_34639,tlc,21600,1,30
image_34640,buv,637199,1,25
image_34641,vxf,576001,1,35
image_34642,xmf,534601,1,20
image_34643,hsq,234000,1,80
image_34644,mfu,75600,1,53
image_34645,sxb,1198799,2,27
image_34646,rbe,259199,1,25
image_34647,tgs,178200,1,46
image_34648,ojv,590399,1,25
image_34649,ymo,307798,1,71
image_34650,eqf,525600,1,15
image_34651,cxh,46802,1,50
image_34652,nue,417601,2,50
image_34653,dce,993593,2,95
image_34654,yfn,100799,2,50
image_34655,iiz,23400,1,30
image_34656,fay,273601,2,50
image_34657,upx,46803,1,37
image_34658,erx,406800,2,105
image_34659,nkd,417600,1,48
image_34660,eqf,399601,1,20
image_34661,cki,246600,1,81
image_34662,xuy,23400,2,25
image_34663,upx,244801,1,83
image_34664,rml,711000,2,30
image_34665,gst,196201,2,36
image_34666,rzq,233999,1,40
image_34667,rkm,432000,2,50
image_34668,sha,369001,2,65
image_34669,hvz,199798,1,25
image_34670,vfc,17999,1,35
image_34671,gio,158400,1,45
image_34672,cti,154798,1,124
image_34673,dwc,728999,1,38
image_34674,vkb,574201,2,56
image_34675,ise,18000,1,45
image_34676,woc,781198,1,20
image_34677,wzu,628200,1,20
image_34678,vhn,410400,2,45
image_34679,ojv,792000,1,25
image_34680,xuy,124200,2,25
image_34681,utr,23401,1,25
image_34682,tnd,34201,1,35
image_34683,wff,55799,2,37
image_34684,kqu,748802,1,62
image_34685,upx,151201,1,63
image_34686,wjq,23402,1,31
image_34687,qdc,151201,1,50
image_34688,mju,75603,2,80
image_34689,mfu,252000,1,61
image_34690,orp,104400,2,50
image_34691,kqu,57601,1,25
image_34692,sxb,131399,2,50
image_34693,zoi,169200,2,40
image_34694,xjo,259199,1,40
image_34695,pcq,97200,2,114
image_34696,ewt,824401,1,24
image_34697,pth,206999,1,35
image_34698,nrf,297002,1,30
image_34699,vlo,298801,1,25
image_34700,pug,253800,1,73
image_34701,efl,217798,1,123
image_34702,dgz,210599,1,67
image_34703,ppp,32400,2,40
image_34704,ftb,140401,2,40
image_34705,yti,241201,1,45
image_34706,rpk,77401,1,99
image_34707,xtr,39600,2,36
image_34708,fna,558002,1,75
image_34709,hoo,370799,2,20
image_34710,ing,835201,1,35
image_34711,jht,351000,2,75
image_34712,gtn,475189,2,55
image_34713,cqv,221401,1,40
image_34714,har,68400,2,30
image_34715,qzd,309600,1,55
image_34716,mfm,239398,1,76
image_34717,gtn,489589,2,55
image_34718,zkg,104400,1,69
image_34719,vzn,145799,2,30
image_34720,xnq,72000,2,42
image_34721,blq,212399,1,30
image_34722,bvg,394201,1,30
image_34723,dwc,241198,1,88
image_34724,eqf,118800,1,47
image_34725,kqu,493201,1,110
image_34726,vib,493201,2,46
image_34727,pth,178200,1,35
image_34728,oli,7200,1,89
image_34729,eem,684001,1,36
image_34730,meg,18000,2,112
image_34731,wap,327600,1,84
image_34732,erd,486004,2,55
image_34733,ojv,136799,1,30
image_34734,vrx,457200,1,15
image_34735,gge,178200,2,30
image_34736,ipa,61199,1,35
image_34737,wap,214199,1,70
image_34738,fcr,453600,1,85
image_34739,ydl,293402,1,30
image_34740,rxi,1799,1,25
image_34741,btq,18002,2,34
image_34742,fcr,1227600,1,30
image_34743,ztb,545401,1,47
image_34744,whm,320402,1,75
image_34745,rkm,446400,2,50
image_34746,fvj,174600,1,36
image_34747,rjo,149401,2,45
image_34748,oxm,167400,1,34
image_34749,fns,115200,2,42
image_34750,mkf,147599,1,65
image_34751,ics,151201,1,23
image_34752,xjj,410399,1,25
image_34753,wjq,59401,1,39
image_34754,ydl,298802,1,30
image_34755,xjj,1800,1,30
image_34756,lds,55801,2,30
image_34757,bxd,293398,1,30
image_34758,sse,306002,1,30
image_34759,oli,194400,1,59
image_34760,cna,235800,2,43
image_34761,ydl,194402,1,30
image_34762,kqu,320401,1,95
image_34763,mca,55800,1,30
image_34764,xtd,163800,1,78
image_34765,toz,68400,2,30
image_34766,cki,134999,1,105
image_34767,tmx,320402,1,95
image_34768,csd,381600,2,46
image_34769,yry,413998,2,65
image_34770,psz,748801,2,78
image_34771,dnd,392399,2,30
image_34772,zmi,439200,1,25
image_34773,pug,79202,1,34
image_34774,qdh,316800,2,104
image_34775,ity,185400,2,37
image_34776,ijc,25199,1,31
image_34777,sqi,568798,1,30
image_34778,ugo,217798,1,20
image_34779,zgi,480597,1,35
image_34780,ylm,91800,1,40
image_34781,psz,730801,2,86
image_34782,fgi,853200,1,25
image_34783,gux,363601,2,134
image_34784,kza,396001,1,30
image_34785,byg,381601,2,35
image_34786,vlz,219601,2,25
image_34787,pbl,482398,1,28
image_34788,ptk,356400,1,27
image_34789,umz,124199,1,45
image_34790,woc,37799,1,65
image_34791,hrw,143999,1,50
image_34792,bkh,610202,1,45
image_34793,iag,500398,1,82
image_34794,zus,342000,1,25
image_34795,alq,21600,1,25
image_34796,gfk,7199,1,30
image_34797,zzp,53999,1,33
image_34798,tmv,496799,2,110
image_34799,xjo,1319399,1,34
image_34800,bxd,500398,1,25
image_34801,tmx,163800,1,120
image_34802,ojv,109800,1,30
image_34803,wsy,271800,1,90
image_34804,wsy,640801,1,101
image_34805,ggy,133198,1,60
image_34806,qvf,118801,1,40
image_34807,sqs,34198,2,20
image_34808,oup,134999,1,58
image_34809,hfh,651591,1,20
image_34810,ijc,417600,1,80
image_34811,ijc,68398,1,46
image_34812,psz,237599,2,135
image_34813,ijc,226798,1,119
image_34814,ywf,980999,1,20
image_34815,zgr,476998,1,30
image_34816,dnd,858599,2,25
image_34817,jtq,115199,2,102
image_34818,ztb,37801,1,45
image_34819,imi,0,2,25
image_34820,oup,547200,1,25
image_34821,woz,311400,1,32
image_34822,pvj,394202,1,82
image_34823,bkh,82801,1,25
image_34824,hfh,144002,1,55
image_34825,oey,1800,1,25
image_34826,pjj,316798,1,92
image_34827,pau,509400,1,25
image_34828,yti,111601,1,25
image_34829,zyp,118800,1,58
image_34830,qpq,178200,1,32
image_34831,upj,165600,1,43
image_34832,rer,97200,1,52
image_34833,xmf,23400,1,21
image_34834,eon,50397,2,37
image_34835,rdc,687600,2,102
image_34836,sse,28802,1,30
image_34837,ang,262796,2,65
image_34838,lac,698397,2,40
image_34839,djr,97200,2,25
image_34840,pcq,430200,2,85
image_34841,dwc,7200,1,25
image_34842,amd,217799,1,20
image_34843,mhi,10800,2,40
image_34844,gkf,234000,2,59
image_34845,qpq,522000,1,91
image_34846,rib,156599,1,55
image_34847,tjj,1799,1,26
image_34848,cxh,111600,1,55
image_34849,gux,455401,2,126
image_34850,lij,162001,1,95
image_34851,hfh,565190,1,25
image_34852,xlb,90000,2,103
image_34853,hzg,48598,2,26
image_34854,hht,379801,1,45
image_34855,ywf,761399,1,25
image_34856,ipa,944999,1,41
image_34857,wlz,45001,2,30
image_34858,wsy,277200,1,94
image_34859,pxi,36002,1,30
image_34860,erd,291601,2,85
image_34861,zwh,115197,2,52
image_34862,hrw,612000,1,53
image_34863,pvj,356400,1,99
image_34864,jwn,88200,1,57
image_34865,mwm,1800,1,37
image_34866,yfn,511201,2,61
image_34867,afs,313197,2,25
image_34868,iiz,280800,1,65
image_34869,llm,612000,2,56
image_34870,xmf,469799,1,26
image_34871,hvz,100799,1,30
image_34872,qdh,437400,2,112
image_34873,fna,968400,1,25
image_34874,utr,469801,1,25
image_34875,gme,579602,1,30
image_34876,rkm,784800,2,106
image_34877,kxm,104402,1,55
image_34878,zgr,32398,1,38
image_34879,ise,59397,1,55
image_34880,ota,102600,1,46
image_34881,ipa,1070999,1,27
image_34882,yjk,118800,2,40
image_34883,ity,169200,2,40
image_34884,vfx,349203,1,55
image_34885,xjo,369000,1,52
image_34886,hfh,226803,1,120
image_34887,grt,629999,1,15
image_34888,csd,7200,2,40
image_34889,hht,108000,1,55
image_34890,gux,46801,2,55
image_34891,djb,595799,1,25
image_34892,cqv,102600,1,41
image_34893,pth,687601,1,20
image_34894,zvv,115201,1,121
image_34895,xmt,219597,2,54
image_34896,fcr,1049400,1,62
image_34897,oac,505800,1,25
image_34898,fgi,142201,1,53
image_34899,ymo,462598,1,27
image_34900,erx,304200,2,106
image_34901,dnd,630001,2,25
image_34902,vxf,500400,1,47
image_34903,efl,532799,1,35
image_34904,fuv,286200,1,72
image_34905,gic,864003,2,50
image_34906,uua,90000,2,41
image_34907,ewt,856799,1,20
image_34908,amn,187201,2,50
image_34909,mfu,333000,1,37
image_34910,eih,108000,1,65
image_34911,ymo,97199,1,55
image_34912,kxm,99002,1,55
image_34913,xuy,232199,2,30
image_34914,pfe,198001,1,40
image_34915,ggv,435600,2,66
image_34916,alq,14400,1,25
image_34917,wbb,514800,1,25
image_34918,hig,395998,1,72
image_34919,whm,57601,1,43
image_34920,kdy,27001,1,45
image_34921,tlc,451801,1,60
image_34922,wvi,158400,1,75
image_34923,lds,118801,2,30
image_34924,hrw,514800,1,80
image_34925,pxi,25200,1,30
image_34926,xgr,198002,1,64
image_34927,djb,847801,1,23
image_34928,yfn,714599,2,30
image_34929,wtz,216000,1,85
image_34930,etg,86400,1,35
image_34931,tmx,550802,1,21
image_34932,woz,253800,1,45
image_34933,xjo,745198,1,45
image_34934,vlo,694799,1,15
image_34935,eoi,734402,1,80
image_34936,hqw,381602,2,125
image_34937,rkm,939599,2,72
image_34938,kxm,54000,1,50
image_34939,ptk,673198,1,15
image_34940,jrt,64800,1,35
image_34941,upx,241201,1,82
image_34942,xat,464402,2,95
image_34943,qxu,43198,2,40
image_34944,sqs,194398,2,30
image_34945,azm,356400,2,122
image_34946,xtd,306001,1,113
image_34947,gtn,334789,2,60
image_34948,erx,298800,2,105
image_34949,gmt,107999,2,110
image_34950,rml,399599,2,45
image_34951,vib,320402,2,44
image_34952,vxf,142200,1,38
image_34953,aph,244800,2,26
image_34954,vxf,275399,1,78
image_34955,blq,817198,1,30
image_34956,frv,309599,1,77
image_34957,qpq,747000,1,45
image_34958,ota,169200,1,30
image_34959,fnu,0,2,40
image_34960,zgr,205198,1,57
image_34961,pth,282601,1,35
image_34962,ing,890999,1,45
image_34963,vib,197999,2,40
image_34964,dvh,554402,1,37
image_34965,vye,622801,1,30
image_34966,eck,158400,2,57
image_34967,vsc,234000,1,50
image_34968,hsq,325800,1,103
image_34969,rml,736199,2,30
image_34970,meu,255602,1,30
image_34971,vlo,46801,1,36
image_34972,eoi,509401,1,113
image_34973,vxf,577800,1,35
image_34974,gmt,16201,2,124
image_34975,evl,133198,1,24
image_34976,ojv,221398,1,35
image_34977,vye,475198,1,55
image_34978,yjk,273600,2,45
image_34979,meg,561600,2,94
image_34980,dky,234000,2,46
image_34981,ojv,367200,1,25
image_34982,vlz,32400,2,35
image_34983,rkm,75599,2,30
image_34984,wzu,477002,1,39
image_34985,whm,367200,1,65
image_34986,rpk,234002,1,51
image_34987,xgr,232200,1,56
image_34988,crw,244799,1,52
image_34989,ewt,511200,1,30
image_34990,crw,349200,1,70
image_34991,uwv,86400,2,80
image_34992,kaz,23400,2,35
image_34993,uwv,302399,2,58
image_34994,ewt,545399,1,30
image_34995,ftb,50400,2,35
image_34996,ywf,1386000,1,25
image_34997,erd,144001,2,45
image_34998,sqs,252000,2,25
image_34999,qzi,619204,1,25
image_35000,utr,448201,1,26
image_35001,vlo,3600,1,26
image_35002,yti,93601,1,25
image_35003,woz,226800,1,47
image_35004,yfn,878399,2,35
image_35005,upx,403201,1,71
image_35006,fcr,338400,1,59
image_35007,rdc,662400,2,122
image_35008,pyi,255600,1,55
image_35009,dnd,723600,2,25
image_35010,rkm,342003,2,64
image_35011,sxb,1018799,2,53
image_35012,kqu,903602,1,25
image_35013,xmf,520200,1,20
image_35014,iag,122399,1,59
image_35015,scw,23400,1,20
image_35016,hfh,241203,1,120
image_35017,mkf,111599,1,55
image_35018,ydl,513001,1,45
image_35019,phw,88202,1,44
image_35020,xog,36000,1,30
image_35021,yfj,401401,1,20
image_35022,qki,507601,1,92
image_35023,ijc,385198,1,85
image_35024,vgg,162001,1,100
image_35025,djb,206999,1,32
image_35026,wsy,241201,1,73
image_35027,ffk,230400,1,59
image_35028,npf,55799,1,30
image_35029,lfl,18000,1,25
image_35030,fkt,199799,2,45
image_35031,nue,198001,2,35
image_35032,djm,264601,1,115
image_35033,fcr,298798,1,50
image_35034,efl,440998,1,47
image_35035,meg,615600,2,74
image_35036,znw,167400,1,49
image_35037,yfn,196200,2,56
image_35038,ayj,14400,1,20
image_35039,kqu,255600,1,75
image_35040,zgr,91799,1,52
image_35041,rml,547199,2,35
image_35042,ilk,151198,1,40
image_35043,pph,147598,1,76
image_35044,wlz,196201,2,44
image_35045,rpk,248401,1,44
image_35046,ztb,707400,1,20
image_35047,qvf,75600,1,30
image_35048,sxb,683999,2,84
image_35049,yfn,779400,2,36
image_35050,xog,345602,1,80
image_35051,gkf,489599,2,50
image_35052,vfc,115199,1,45
image_35053,wzu,693000,1,20
image_35054,ity,352800,2,55
image_35055,ggv,520200,2,85
image_35056,pug,325800,1,89
image_35057,lar,3600,2,30
image_35058,ipa,1054800,1,30
image_35059,hrw,772200,1,25
image_35060,ina,59399,2,38
image_35061,lij,77400,1,85
image_35062,pyi,264600,1,55
image_35063,yjk,248400,2,45
image_35064,imi,532800,2,107
image_35065,vye,271801,1,45
image_35066,grt,597600,1,15
image_35067,orp,561601,2,25
image_35068,vfx,370803,1,55
image_35069,qss,59400,1,39
image_35070,xmf,340200,1,40
image_35071,qdh,75601,2,38
image_35072,lqe,88200,2,46
image_35073,lds,174600,2,30
image_35074,vsc,97200,1,45
image_35075,hmv,392397,1,54
image_35076,vio,54000,1,35
image_35077,pvj,772202,1,30
image_35078,uhd,59401,1,36
image_35079,gme,66600,1,30
image_35080,grt,377999,1,30
image_35081,fzw,383398,2,95
image_35082,vib,340201,2,53
image_35083,hsq,845999,1,25
image_35084,upx,583203,1,25
image_35085,umz,318599,1,25
image_35086,sxb,966600,2,59
image_35087,kqu,424800,1,114
image_35088,ztb,684000,1,20
image_35089,psz,691200,2,95
image_35090,vhn,334800,2,45
image_35091,xjo,795600,1,40
image_35092,vwx,43197,2,30
image_35093,sqs,232198,2,26
image_35094,lds,7201,2,30
image_35095,eck,275400,2,89
image_35096,erd,432002,2,55
image_35097,fna,424801,1,90
image_35098,mlf,104402,1,35
image_35099,pbl,610198,1,25
image_35100,awy,43202,1,41
image_35101,xrh,73799,2,31
image_35102,zoi,55799,2,37
image_35103,vlo,252000,1,25
image_35104,vib,379799,2,66
image_35105,bkf,156601,2,79
image_35106,pbl,64797,1,40
image_35107,cxh,268201,1,75
image_35108,hht,480601,1,52
image_35109,sha,682202,2,65
image_35110,qyo,28799,2,25
image_35111,gme,428399,1,35
image_35112,vtw,514800,1,65
image_35113,htc,498600,1,15
image_35114,aja,547200,1,15
image_35115,uua,0,2,30
image_35116,xog,198001,1,75
image_35117,eem,57600,1,25
image_35118,sqi,167400,1,30
image_35119,amd,401400,1,20
image_35120,ezh,419403,2,53
image_35121,aja,342000,1,20
image_35122,qdh,455399,2,106
image_35123,cym,28798,1,27
image_35124,vtw,644398,1,50
image_35125,buv,273599,1,60
image_35126,ise,44997,1,52
image_35127,gkf,597600,2,52
image_35128,fna,662402,1,59
image_35129,hqu,21599,2,30
image_35130,amn,273601,2,51
image_35131,iwp,162000,2,35
image_35132,gux,372601,2,134
image_35133,ggv,46800,2,104
image_35134,qrk,154800,1,25
image_35135,pjj,460798,1,61
image_35136,frv,84600,1,63
image_35137,vye,210599,1,45
image_35138,vkb,475202,2,35
image_35139,bkf,401399,2,45
image_35140,dvh,284400,1,64
image_35141,cna,176400,2,46
image_35142,zus,28798,1,30
image_35143,wzu,349200,1,97
image_35144,fpc,167400,2,121
image_35145,btq,39602,2,35
image_35146,xat,360002,2,75
image_35147,lac,208794,2,45
image_35148,xtd,768602,1,25
image_35149,kfs,7201,2,45
image_35150,gux,23401,2,51
image_35151,xkr,226803,1,37
image_35152,zgi,574200,1,30
image_35153,ozs,197999,1,25
image_35154,pvj,482401,1,45
image_35155,fcr,255601,1,50
image_35156,dpc,394202,1,58
image_35157,uua,28799,2,32
image_35158,qks,129599,2,60
image_35159,rmt,46800,2,30
image_35160,tmx,277200,1,114
image_35161,amn,158401,2,47
image_35162,ewt,154801,1,40
image_35163,zvv,349200,1,79
image_35164,xjo,842398,1,35
image_35165,fns,277200,2,33
image_35166,pyi,169200,1,50
image_35167,agl,511202,2,45
image_35168,zkg,18000,1,35
image_35169,dsc,118800,2,53
image_35170,yfn,887400,2,35
image_35171,gxi,304200,2,55
image_35172,jwn,12600,1,33
image_35173,fpc,266400,2,47
image_35174,ywf,1387800,1,25
image_35175,abs,151200,2,50
image_35176,fcr,446401,1,84
image_35177,ywf,270000,1,67
image_35178,bkh,874802,1,40
image_35179,vkb,567003,2,53
image_35180,hmv,608400,1,20
image_35181,pug,32399,1,28
image_35182,vni,73800,1,118
image_35183,ogw,410401,1,35
image_35184,scw,241201,1,25
image_35185,ewt,871200,1,20
image_35186,ipa,485999,1,94
image_35187,bvg,158399,1,32
image_35188,upj,39599,1,25
image_35189,sha,36001,2,45
image_35190,ang,259196,2,65
image_35191,yfn,858601,2,35
image_35192,dzw,844199,1,51
image_35193,alq,486003,1,27
image_35194,wzu,599399,1,20
image_35195,llm,525600,2,35
image_35196,mtw,108000,1,35
image_35197,llm,165600,2,63
image_35198,jrt,304201,1,40
image_35199,jht,381600,2,68
image_35200,wsy,370800,1,124
image_35201,ota,108000,1,45
image_35202,afs,491398,2,44
image_35203,zza,111600,1,35
image_35204,cxh,207001,1,60
image_35205,oey,196201,1,39
image_35206,ipa,86400,1,46
image_35207,zny,399601,1,58
image_35208,djr,50399,2,25
image_35209,jht,261000,2,93
image_35210,meu,21600,1,20
image_35211,hsq,5400,1,27
image_35212,dli,82799,1,39
image_35213,ywf,1403999,1,25
image_35214,iaz,280800,2,109
image_35215,ise,226798,1,36
image_35216,bkf,73800,2,50
image_35217,eck,199800,2,69
image_35218,vfc,356399,1,25
image_35219,nkd,520200,1,30
image_35220,meg,613799,2,76
image_35221,psz,421200,2,100
image_35222,afs,264599,2,25
image_35223,kqu,804600,1,38
image_35224,cjx,176400,2,25
image_35225,zic,21599,2,39
image_35226,cna,216000,2,45
image_35227,ipa,284400,1,105
image_35228,pot,513002,2,25
image_35229,aja,228600,1,27
image_35230,wtz,406801,1,105
image_35231,dnd,750599,2,25
image_35232,kqu,943200,1,20
image_35233,psz,963000,2,65
image_35234,pyi,126001,1,45
image_35235,bkh,261000,1,85
image_35236,dwc,584999,1,44
image_35237,eck,273600,2,89
image_35238,kza,358199,1,30
image_35239,fcr,1209600,1,30
image_35240,htc,388800,1,20
image_35241,xjj,122402,1,59
image_35242,bef,7200,1,25
image_35243,bkh,12602,1,25
image_35244,psz,644401,2,100
image_35245,phw,46801,1,35
image_35246,dzw,529201,1,55
image_35247,sha,252002,2,55
image_35248,wap,176400,1,66
image_35249,ztb,696600,1,20
image_35250,rmt,7200,2,30
image_35251,imi,549001,2,102
image_35252,zgi,284400,1,90
image_35253,ojv,518400,1,25
image_35254,ezh,279000,2,46
image_35255,mfu,68400,1,52
image_35256,rkw,529201,2,37
image_35257,pau,82800,1,65
image_35258,pxi,151201,1,40
image_35259,dpc,68400,1,30
image_35260,dti,133200,2,50
image_35261,mtw,833401,1,25
image_35262,blq,57600,1,35
image_35263,woc,480600,1,25
image_35264,kxo,54001,1,46
image_35265,byg,423000,2,31
image_35266,mfm,345600,1,70
image_35267,eoi,455402,1,80
image_35268,gmt,57599,2,116
image_35269,bxd,99000,1,30
image_35270,erx,468000,2,100
image_35271,upj,215999,1,50
image_35272,djb,761401,1,22
image_35273,ijc,345600,1,90
image_35274,lij,271801,1,33
image_35275,phw,315001,1,20
image_35276,grt,262801,1,71
image_35277,fvj,82800,1,30
image_35278,snk,709201,1,30
image_35279,lij,156599,1,95
image_35280,ryg,39601,2,34
image_35281,pjj,239400,1,93
image_35282,wsy,811801,1,87
image_35283,wap,21599,1,30
image_35284,yfj,424800,1,20
image_35285,bcf,88200,1,184
image_35286,zkg,71999,1,54
image_35287,pyi,124202,1,44
image_35288,sha,165602,2,50
image_35289,ijc,575997,1,41
image_35290,ggv,97200,2,100
image_35291,rml,21601,2,25
image_35292,cnn,122401,2,44
image_35293,qzd,163802,1,60
image_35294,kfs,120599,2,63
image_35295,aja,363601,1,20
image_35296,fcr,82801,1,25
image_35297,zvv,25200,1,68
image_35298,gic,1026004,2,75
image_35299,azm,532800,2,103
image_35300,psz,124201,2,73
image_35301,fmv,7200,1,69
image_35302,ise,163798,1,39
image_35303,mtw,588601,1,40
image_35304,yoa,0,2,30
image_35305,cqv,190800,1,40
image_35306,hht,45002,1,35
image_35307,cva,217799,2,45
image_35308,dwc,671398,1,30
image_35309,psz,25201,2,41
image_35310,xat,277201,2,55
image_35311,zvv,674999,1,25
image_35312,toz,111600,2,29
image_35313,zgr,631798,1,20
image_35314,gio,311401,1,25
image_35315,hrw,369000,1,71
image_35316,pth,75600,1,30
image_35317,mca,145800,1,30
image_35318,etg,378001,1,15
image_35319,quo,61200,2,30
image_35320,hsq,307801,1,97
image_35321,oup,302399,1,65
image_35322,ing,153001,1,56
image_35323,ity,305999,2,46
image_35324,dli,450000,1,20
image_35325,qpq,183599,1,33
image_35326,pth,599400,1,20
image_35327,idp,64800,2,45
image_35328,dli,428400,1,20
image_35329,zny,432001,1,65
image_35330,tlc,59399,1,30
image_35331,vni,79201,1,117
image_35332,alq,478802,1,29
image_35333,fcr,854999,1,62
image_35334,ity,259199,2,40
image_35335,whm,88201,1,55
image_35336,csd,369001,2,49
image_35337,xdn,167400,1,35
image_35338,zib,66602,1,29
image_35339,lqy,53999,2,40
image_35340,pvj,594001,1,35
image_35341,wsy,163800,1,38
image_35342,ztb,55801,1,45
image_35343,uty,120601,1,30
image_35344,ugo,5400,1,30
image_35345,zus,59399,1,34
image_35346,dzw,664200,1,54
image_35347,pot,534599,2,25
image_35348,qzi,583204,1,25
image_35349,eqf,444600,1,17
image_35350,dwc,703800,1,30
image_35351,zus,206998,1,32
image_35352,qki,144002,1,59
image_35353,ztb,567001,1,37
image_35354,dzw,761399,1,53
image_35355,kaz,279000,2,102
image_35356,ing,901799,1,45
image_35357,ggy,140400,1,67
image_35358,vlo,201600,1,33
image_35359,oli,261001,1,35
image_35360,snk,612001,1,27
image_35361,csd,271800,2,53
image_35362,rib,26998,1,32
image_35363,ywf,1339198,1,25
image_35364,bvg,772199,1,20
image_35365,yti,18000,1,25
image_35366,awy,187200,1,49
image_35367,fcr,802800,1,69
image_35368,gst,378001,2,63
image_35369,ijc,399598,1,82
image_35370,ilk,82799,1,30
image_35371,ijc,422999,1,80
image_35372,dpc,115201,1,37
image_35373,eck,250200,2,81
image_35374,ilk,341998,1,100
image_35375,akq,21600,2,35
image_35376,pyi,471603,1,51
image_35377,abs,37799,2,65
image_35378,psz,694800,2,94
image_35379,dpf,230399,2,45
image_35380,iag,401398,1,107
image_35381,umz,234000,1,31
image_35382,hfh,313189,1,90
image_35383,wbb,77400,1,30
image_35384,oey,297002,1,30
image_35385,oxm,25198,1,25
image_35386,vgg,178199,1,100
image_35387,hqw,792004,2,85
image_35388,znw,93600,1,37
image_35389,hsq,297001,1,95
image_35390,psz,972001,2,65
image_35391,gkf,55799,2,53
image_35392,cki,453600,1,33
image_35393,ssq,259201,1,100
image_35394,jgq,54000,1,35
image_35395,ztb,205202,1,55
image_35396,htc,300600,1,31
image_35397,ptk,507600,1,20
image_35398,fuv,327599,1,94
image_35399,jlj,190800,2,32
image_35400,vsc,302401,1,60
image_35401,kxm,126001,1,53
image_35402,dzw,358200,1,115
image_35403,oxm,185398,1,35
image_35404,rpk,288000,1,30
image_35405,kqu,61201,1,25
image_35406,kyq,239400,2,83
image_35407,xlb,93601,2,101
image_35408,ggv,378000,2,70
image_35409,whm,597600,1,20
image_35410,mtw,349200,1,45
image_35411,sha,642601,2,65
image_35412,rfh,54001,2,40
image_35413,sth,45001,2,31
image_35414,bxd,509398,1,25
image_35415,grt,482398,1,25
image_35416,bxd,190800,1,30
image_35417,gme,426600,1,35
image_35418,vye,253800,1,45
image_35419,wzu,111601,1,61
image_35420,csd,324000,2,60
image_35421,pxi,26999,1,30
image_35422,pth,410400,1,30
image_35423,sqi,244798,1,25
image_35424,hig,435600,1,81
image_35425,jht,142200,2,63
image_35426,oxm,237599,1,45
image_35427,gkf,496800,2,50
image_35428,zgr,552598,1,25
image_35429,scw,309601,1,20
image_35430,eih,264600,1,38
image_35431,efl,550799,1,31
image_35432,moj,12599,2,48
image_35433,vhn,66600,2,46
image_35434,yyj,324000,1,30
image_35435,rml,473399,2,40
image_35436,hlt,14400,2,30
image_35437,hqw,79200,2,40
image_35438,rzq,86400,1,30
image_35439,xkr,234002,1,35
image_35440,bvg,169200,1,35
